,bbl.bbl,bbl.bblBoroughCode,bbl.bblBoroughCodeIn,bbl.bblTaxBlock,bbl.bblTaxBlockIn,bbl.bblTaxLot,bbl.bblTaxLotIn,bbl.buildingIdentificationNumber,bbl.businessImprovementDistrict,bbl.condominiumBillingBbl,bbl.condominiumFlag,bbl.continuousParityIndicator,bbl.cooperativeIdNumber,bbl.cornerCode,bbl.dcpCommercialStudyArea,bbl.dofCondominiumIdentificationNumber,bbl.firstBoroughName,bbl.geosupportFunctionCode,bbl.geosupportReturnCode,bbl.gi5DigitStreetCode1,bbl.gi5DigitStreetCode10,bbl.gi5DigitStreetCode11,bbl.gi5DigitStreetCode12,bbl.gi5DigitStreetCode13,bbl.gi5DigitStreetCode14,bbl.gi5DigitStreetCode2,bbl.gi5DigitStreetCode3,bbl.gi5DigitStreetCode4,bbl.gi5DigitStreetCode5,bbl.gi5DigitStreetCode6,bbl.gi5DigitStreetCode7,bbl.gi5DigitStreetCode8,bbl.gi5DigitStreetCode9,bbl.giBoroughCode1,bbl.giBoroughCode10,bbl.giBoroughCode11,bbl.giBoroughCode12,bbl.giBoroughCode13,bbl.giBoroughCode14,bbl.giBoroughCode2,bbl.giBoroughCode3,bbl.giBoroughCode4,bbl.giBoroughCode5,bbl.giBoroughCode6,bbl.giBoroughCode7,bbl.giBoroughCode8,bbl.giBoroughCode9,bbl.giBuildingIdentificationNumber1,bbl.giBuildingIdentificationNumber10,bbl.giBuildingIdentificationNumber11,bbl.giBuildingIdentificationNumber12,bbl.giBuildingIdentificationNumber13,bbl.giBuildingIdentificationNumber14,bbl.giBuildingIdentificationNumber2,bbl.giBuildingIdentificationNumber3,bbl.giBuildingIdentificationNumber4,bbl.giBuildingIdentificationNumber5,bbl.giBuildingIdentificationNumber6,bbl.giBuildingIdentificationNumber7,bbl.giBuildingIdentificationNumber8,bbl.giBuildingIdentificationNumber9,bbl.giDcpPreferredLgc1,bbl.giDcpPreferredLgc10,bbl.giDcpPreferredLgc11,bbl.giDcpPreferredLgc12,bbl.giDcpPreferredLgc13,bbl.giDcpPreferredLgc14,bbl.giDcpPreferredLgc2,bbl.giDcpPreferredLgc3,bbl.giDcpPreferredLgc4,bbl.giDcpPreferredLgc5,bbl.giDcpPreferredLgc6,bbl.giDcpPreferredLgc7,bbl.giDcpPreferredLgc8,bbl.giDcpPreferredLgc9,bbl.giGeographicIdentifier1,bbl.giGeographicIdentifier10,bbl.giGeographicIdentifier14,bbl.giGeographicIdentifier2,bbl.giGeographicIdentifier3,bbl.giGeographicIdentifier4,bbl.giGeographicIdentifier5,bbl.giGeographicIdentifier6,bbl.giGeographicIdentifier7,bbl.giGeographicIdentifier8,bbl.giGeographicIdentifier9,bbl.giHighHouseNumber1,bbl.giHighHouseNumber10,bbl.giHighHouseNumber11,bbl.giHighHouseNumber12,bbl.giHighHouseNumber13,bbl.giHighHouseNumber14,bbl.giHighHouseNumber2,bbl.giHighHouseNumber3,bbl.giHighHouseNumber4,bbl.giHighHouseNumber5,bbl.giHighHouseNumber6,bbl.giHighHouseNumber7,bbl.giHighHouseNumber8,bbl.giHighHouseNumber9,bbl.giLowHouseNumber1,bbl.giLowHouseNumber10,bbl.giLowHouseNumber11,bbl.giLowHouseNumber12,bbl.giLowHouseNumber13,bbl.giLowHouseNumber14,bbl.giLowHouseNumber2,bbl.giLowHouseNumber3,bbl.giLowHouseNumber4,bbl.giLowHouseNumber5,bbl.giLowHouseNumber6,bbl.giLowHouseNumber7,bbl.giLowHouseNumber8,bbl.giLowHouseNumber9,bbl.giSideOfStreetIndicator1,bbl.giSideOfStreetIndicator10,bbl.giSideOfStreetIndicator11,bbl.giSideOfStreetIndicator12,bbl.giSideOfStreetIndicator13,bbl.giSideOfStreetIndicator14,bbl.giSideOfStreetIndicator2,bbl.giSideOfStreetIndicator3,bbl.giSideOfStreetIndicator4,bbl.giSideOfStreetIndicator5,bbl.giSideOfStreetIndicator6,bbl.giSideOfStreetIndicator7,bbl.giSideOfStreetIndicator8,bbl.giSideOfStreetIndicator9,bbl.giStreetCode1,bbl.giStreetCode10,bbl.giStreetCode11,bbl.giStreetCode12,bbl.giStreetCode13,bbl.giStreetCode14,bbl.giStreetCode2,bbl.giStreetCode3,bbl.giStreetCode4,bbl.giStreetCode5,bbl.giStreetCode6,bbl.giStreetCode7,bbl.giStreetCode8,bbl.giStreetCode9,bbl.giStreetName1,bbl.giStreetName10,bbl.giStreetName11,bbl.giStreetName12,bbl.giStreetName13,bbl.giStreetName14,bbl.giStreetName2,bbl.giStreetName3,bbl.giStreetName4,bbl.giStreetName5,bbl.giStreetName6,bbl.giStreetName7,bbl.giStreetName8,bbl.giStreetName9,bbl.highBblOfThisBuildingsCondominiumUnits,bbl.internalLabelXCoordinate,bbl.internalLabelYCoordinate,bbl.irregularlyShapedLotFlag,bbl.latitudeInternalLabel,bbl.longitudeInternalLabel,bbl.lowBblOfThisBuildingsCondominiumUnits,bbl.lowHouseNumberOfDefiningAddressRange,bbl.message,bbl.modeSwitchIn,bbl.numberOfEntriesInListOfGeographicIdentifiers,bbl.numberOfExistingStructuresOnLot,bbl.numberOfStreetFrontagesOfLot,bbl.returnCode1a,bbl.rpadBuildingClassificationCode,bbl.rpadSelfCheckCodeForBbl,bbl.sanbornBoroughCode,bbl.sanbornPageNumber,bbl.sanbornPageNumberSuffix,bbl.sanbornVolumeNumber,bbl.sanbornVolumeNumberSuffix,bbl.selfCheckCodeOfBillingBbl,bbl.taxMapNumberSectionAndVolume,bbl.vacantLotFlag,bbl.workAreaFormatIndicatorIn
0,3014470067,3,3,01447,1447,0067,67,3424209,,0000000000,,,0000,,,,BROOKLYN,BL,00,19230,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3424209,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,1969,,,,,,,,,,,,,,1969,,,,,,,,,,,,,,L,,,,,,,,,,,,,,31923001,,,,,,,,,,,,,,BERGEN STREET,,,,,,,,,,,,,,3014470067,1007680,0185012,,40.674460908442704,-73.91553317375357,3014470067,001969000AA,,X,0001,0001,01,00,D3,1,3,030,,07,,,30508,,C
0,3014800060,3,3,01480,1480,0060,60,3000000,,0000000000,,,0000,,,,BROOKLYN,BL,00,61730,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3000000,,,,,,,,,,,,,,01,,,,,,,,,,,,,,Q,,,,,,,,,,,833,,,,,,,,,,,,,,833,,,,,,,,,,,,,,L,,,,,,,,,,,,,,36173001,,,,,,,,,,,,,,MONROE STREET,,,,,,,,,,,,,,3014800060,1005719,0190278,,40.688919848404026,-73.92258593782181,3014800060,000833000AA,,X,0001,0000,01,00,D1,7,3,025,,05,,,30601,,C
0,3014830025,3,3,01483,1483,0025,25,3418300,,0000000000,,,0000,,,,BROOKLYN,BL,00,58130,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3418300,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,890,,,,,,,,,,,,,,890,,,,,,,,,,,,,,R,,,,,,,,,,,,,,35813001,,,,,,,,,,,,,,MADISON STREET,,,,,,,,,,,,,,3014830025,1005867,0189857,,40.687763940293905,-73.92205362264421,3014830025,000890000AA,,X,0001,0001,01,00,C1,4,3,025,,05,,,30601,,C
0,3014847501,3,3,01484,1484,7501,7501,3424705,,3014847501,C,,0000,,,4093,BROOKLYN,BL,00,58130,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3424705,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,936,,,,,,,,,,,,,,936,,,,,,,,,,,,,,R,,,,,,,,,,,,,,35813001,,,,,,,,,,,,,,MADISON STREET,,,,,,,,,,,,,,3014847501,1006427,0189948,,40.68801232886477,-73.92003408142416,3014847501,999003534AA,,X,0001,0001,01,00,R5,5,3,026,,05,,5,30601,,C
0,3014880040,3,3,01488,1488,0040,40,3414234,,0000000000,,,0000,,,,BROOKLYN,BL,00,53030,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3414234,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,986,,,,,,,,,,,,,,986,,,,,,,,,,,,,,R,,,,,,,,,,,,,,35303001,,,,,,,,,,,,,,JEFFERSON AVENUE,,,,,,,,,,,,,,3014880040,1006936,0189474,,40.68671001810288,-73.91820032420004,3014880040,000986000AA,,X,0001,0001,01,00,C1,2,3,026,,05,,,30601,,C
0,3014910047,3,3,01491,1491,0047,47,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3015037501,3,3,01503,1503,7501,7501,3414048,,3015037501,C,,0000,,,3682,BROOKLYN,BL,00,23230,,,,,,32030,,,,,,,,3,,,,,,3,,,,,,,,3414048,,,,,,3000000,,,,,,,,01,,,,,,01,,,,,,,,,,,Q,,,,,,,,1676,,,,,,755,,,,,,,,1672,,,,,,747,,,,,,,,R,,,,,,L,,,,,,,,32323001,,,,,,33203001,,,,,,,,BROADWAY,,,,,,DECATUR STREET,,,,,,,,3015037501,1008373,0188486,,40.68399438545967,-73.91302242537212,3015037501,999003560AA,,X,0002,0001,02,00,RR,2,3,067,,05,,2,30601,,C
0,3015077501,3,3,01507,1507,7501,7501,3414036,,3015077501,C,,0000,,,3682,BROOKLYN,BL,00,23230,,,,,,32030,73470,,,,,,,3,,,,,,3,3,,,,,,,3414036,,,,,,3414036,3414036,,,,,,,01,,,,,,01,01,,,,,,,,,,,,,,,,,,1708,,,,,,770,8,,,,,,,1694,,,,,,768,8,,,,,,,R,,,,,,R,R,,,,,,,32323001,,,,,,33203001,37347001,,,,,,,BROADWAY,,,,,,DECATUR STREET,ROCKAWAY AVENUE,,,,,,,3015077501,1008630,0188314,,40.6835215807771,-73.91209641246769,3015077501,999003568AA,,X,0003,0001,03,00,RR,3,3,067,,05,,3,30602,,C
0,3015250055,3,3,01525,1525,0055,55,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3015270025,3,3,01527,1527,0025,25,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3015790050,3,3,01579,1579,0050,50,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3016410061,3,3,01641,1641,0061,61,3413751,,0000000000,,,0000,,,,BROOKLYN,BL,00,58130,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3413751,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,643A,,,,,,,,,,,,,,643A,,,,,,,,,,,,,,L,,,,,,,,,,,,,,35813001,,,,,,,,,,,,,,MADISON STREET,,,,,,,,,,,,,,3016410061,1003270,0189634,,40.68715781845296,-73.93141848651749,3016410061,000643000MB,,X,0001,0001,01,00,C2,2,3,022,,05,,,30605,,C
0,3016590036,3,3,01659,1659,0036,36,3046022,,0000000000,,,0000,,,,BROOKLYN,BL,00,47030,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3046022,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,488,,,,,,,,,,,,,,486,,,,,,,,,,,,,,R,,,,,,,,,,,,,,34703001,,,,,,,,,,,,,,HANCOCK STREET,,,,,,,,,,,,,,3016590036,1002063,0188463,,40.68394620355549,-73.93577373039739,3016590036,000486000AA,,X,0001,0001,01,00,C2,6,3,034,,05,,,30606,,C
0,3016670036,3,3,01667,1667,0036,36,3401254,,0000000000,,,0000,,,,BROOKLYN,BL,00,46730,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3401254,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,672,,,,,,,,,,,,,,672,,,,,,,,,,,,,,R,,,,,,,,,,,,,,34673001,,,,,,,,,,,,,,HALSEY STREET,,,,,,,,,,,,,,3016670036,1004505,0188559,,40.68420445025531,-73.92696860927545,3016670036,000672000AA,,X,0001,0001,01,00,C1,9,3,037,,05,,,30606,,C
0,3017540007,3,3,01754,1754,0007,7,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3017547505,3,3,01754,1754,7505,7505,3425625,,3017547505,C,,0000,,,3985,BROOKLYN,BL,00,63030,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3425625,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,812,,,,,,,,,,,,,,812,,,,,,,,,,,,,,R,,,,,,,,,,,,,,36303001,,,,,,,,,,,,,,MYRTLE AVENUE,,,,,,,,,,,,,,3017547505,0998190,0192515,,40.69507495658215,-73.94972976985665,3017547505,999003905AA,,X,0001,0001,01,00,RK,2,3,062,,03,,2,30609,,C
0,3017557503,3,3,01755,1755,7503,7503,3048637,,3017557503,C,,0000,CR,,2817,BROOKLYN,BL,00,58730,,,,,,63030,,,,,,,,3,,,,,,3,,,,,,,,3048637,,,,,,3048637,,,,,,,,01,,,,,,01,,,,,,,,,,,,,,,,,,,589,,,,,,826,,,,,,,,577,,,,,,826,,,,,,,,L,,,,,,R,,,,,,,,35873001,,,,,,36303001,,,,,,,,MARCY AVENUE,,,,,,MYRTLE AVENUE,,,,,,,,3017557503,0998432,0192526,I,40.69510476452677,-73.9488570499282,3017557503,999003909AA,,X,0002,0001,02,00,RK,4,3,063,,03,,4,30609,,C
0,3017620044,3,3,01762,1762,0044,44,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3017800131,3,3,01780,1780,0131,131,3425332,,0000000000,,,0000,,,,BROOKLYN,BL,00,31530,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3425332,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,740,,,,,,,,,,,,,,740,,,,,,,,,,,,,,R,,,,,,,,,,,,,,33153001,,,,,,,,,,,,,,DEKALB AVENUE,,,,,,,,,,,,,,3017800131,0999118,0191282,,40.69168914707599,-73.94638595168155,3017800131,000740000AA,,X,0001,0001,01,00,D1,9,3,005,,05,,,30610,,C
0,3017820051,3,3,01782,1782,0051,51,3329654,,0000000000,,,0000,,,,BROOKLYN,BL,00,54110,,,,,,54110,,,,,,,,3,,,,,,3,,,,,,,,3329654,,,,,,3329655,,,,,,,,01,,,,,,01,,,,,,,,,,,,,,,,,,,353,,,,,,353 REAR,,,,,,,,353,,,,,,353 REAR,,,,,,,,L,,,,,,L,,,,,,,,35411001,,,,,,35411001,,,,,,,,KOSCIUSZKO STREET,,,,,,KOSCIUSZKO STREET,,,,,,,,3017820051,1000677,0191428,,40.69208712694271,-73.94076383906564,3017820051,000353000AA,,X,0002,0002,02,00,C1,5,3,007,,05,,,30610,,C
0,3018757501,3,3,01875,1875,7501,7501,3054144,,3018757501,C,,0000,,,3857,BROOKLYN,BL,00,89730,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3054144,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,73,,,,,,,,,,,,,,L,,,,,,,,,,,,,,38973001,,,,,,,,,,,,,,WASHINGTON AVENUE,,,,,,,,,,,,,,3018757501,0993347,0193040,,40.69652226295889,-73.96719381660685,3018757501,999004102AA,,X,0001,0001,01,00,R8,4,3,048,,02,,4,30701,,C
0,3018857507,3,3,01885,1885,7507,7507,3251544,,3018857507,C,,0000,,,4020,BROOKLYN,BL,00,69230,,,,,,77530,77530,69230,,,,,,3,,,,,,3,3,3,,,,,,3251544,,,,,,3251544,3394427,3424001,,,,,,01,,,,,,01,01,01,,,,,,,,,,,,,,,,,483,,,,,,62,54,481,,,,,,483,,,,,,62,54,481,,,,,,L,,,,,,R,R,L,,,,,,36923001,,,,,,37753001,37753001,36923001,,,,,,PARK AVENUE,,,,,,SKILLMAN STREET,SKILLMAN STREET,PARK AVENUE,,,,,,3018857507,0995956,0193179,,40.69690071909599,-73.95778483361276,3018857507,999004125AA,,X,0004,0003,02,00,R8,0,3,052,,03,,0,30701,,C
0,3018917501,3,3,01891,1891,7501,7501,3424990,,3018917501,C,,0000,,,4055,BROOKLYN,BL,00,63030,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3424990,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,491,,,,,,,,,,,,,,491,,,,,,,,,,,,,,L,,,,,,,,,,,,,,36303001,,,,,,,,,,,,,,MYRTLE AVENUE,,,,,,,,,,,,,,3018917501,0993808,0192016,,40.69371113481644,-73.96553278210692,3018917501,999004149AA,,X,0001,0001,01,00,R8,1,3,053,,02,,1,30701,,C
0,3018937504,3,3,01893,1893,7504,7504,3424339,,3018937504,C,,0000,CR,,4065,BROOKLYN,BL,00,63030,,,,,,81630,,,,,,,,3,,,,,,3,,,,,,,,3424339,,,,,,3424339,,,,,,,,01,,,,,,01,,,,,,,,,,,,,,,,,,,533,,,,,,118,,,,,,,,529,,,,,,110,,,,,,,,L,,,,,,R,,,,,,,,36303001,,,,,,38163001,,,,,,,,MYRTLE AVENUE,,,,,,STEUBEN STREET,,,,,,,,3018937504,0994394,0192112,,40.693973980289854,-73.96341945618312,3018937504,999004159AA,,X,0002,0001,02,00,RR,1,3,054,,02,,1,30701,,C
0,3019537503,3,3,01953,1953,7503,7503,3396753,,3019537503,C,,0000,,,3450,BROOKLYN,BL,00,27330,,,,,,45930,,,,,,,,3,,,,,,3,,,,,,,,3396753,,,,,,3396753,,,,,,,,01,,,,,,01,,,,,,,,,,,,,,,,,,,176,,,,,,345,,,,,,,,174,,,,,,333,,,,,,,,R,,,,,,L,,,,,,,,32733001,,,,,,34593001,,,,,,,,CLIFTON PLACE,,,,,,GREENE AVENUE,,,,,,,,3019537503,0995964,0189915,,40.68794178363809,-73.95776165913462,3019537503,999004330AA,,X,0002,0001,02,00,RK,5,3,001,,05,,5,30702,,C
0,3019057502,3,3,01905,1905,7502,7502,3054893,,3019057502,C,,0000,,,3658,BROOKLYN,BL,00,63030,,,,,,63030,63030,63030,63030,63030,46630,,,3,,,,,,3,3,3,3,3,3,,,3054893,,,,,,3054893,3054893,3054893,3054893,3054893,3000000,,,01,,,,,,01,01,01,01,01,01,,,,,,,,,,,Q,,,484,,,,,,486,488,490,492,502,147,,,484,,,,,,486,488,490,492,502,147,,,R,,,,,,R,R,R,R,R,L,,,36303001,,,,,,36303001,36303001,36303001,36303001,36303001,34663001,,,MYRTLE AVENUE,,,,,,MYRTLE AVENUE,MYRTLE AVENUE,MYRTLE AVENUE,MYRTLE AVENUE,MYRTLE AVENUE,HALL STREET,,,3019057502,0993864,0191833,,40.69320878154294,-73.96533110103948,3019057502,999004213AA,,X,0007,0001,02,00,RK,7,3,058,,02,,7,30701,,C
0,3019800009,3,3,01980,1980,0009,9,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3020117501,3,3,02011,2011,7501,7501,3057552,,3020117501,C,,0000,,,3280,BROOKLYN,BL,00,27430,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3057552,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,535,,,,,,,,,,,,,,525,,,,,,,,,,,,,,L,,,,,,,,,,,,,,32743001,,,,,,,,,,,,,,CLINTON AVENUE,,,,,,,,,,,,,,3020117501,0993591,0187938,,40.68251819345279,-73.96632096231788,3020117501,999004466AA,,X,0001,0001,01,00,RA,5,3,039,,02,,5,30704,,C
0,3020160017,3,3,02016,2016,0017,17,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3020200125,3,3,02020,2020,0125,125,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3020450093,3,3,02045,2045,0093,93,,,,,,,,,,BROOKLYN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,3020610110,3,3,02061,2061,0110,110,3420464,314300,0000000000,,,0000,CR,,,BROOKLYN,BL,00,63030,,,,,,41130,,,,,,,,3,,,,,,3,,,,,,,,3420464,,,,,,3420464,,,,,,,,01,,,,,,01,,,,,,,,W,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,81,,,,,,,,,,,,,,L,,,,,,,,36303001,,,,,,34113001,,,,,,,,MYRTLE AVENUE,,,,,,FLEET PLACE,,,,,,,,3020610110,0989428,0191831,,40.693206999152174,-73.981327693916,3020610110,999004657AA,,X,0002,0001,02,00,D6,7,3,032,,02,,,30705,,C
0,3020617501,3,3,02061,2061,7501,7501,3424517,,3020617501,C,,0000,CR,,3870,BROOKLYN,BL,00,40090,,,,,,41130,63030,,,,,,,3,,,,,,3,3,,,,,,,3424517,,,,,,3424517,3424517,,,,,,,01,,,,,,01,01,,,,,,,,,,,,,,,,,,17,,,,,,86,178,,,,,,,1,,,,,,86,166,,,,,,,L,,,,,,R,R,,,,,,,34009001,,,,,,34113001,36303001,,,,,,,FAIR STREET,,,,,,FLEET PLACE,MYRTLE AVENUE,,,,,,,3020617501,0989190,0191842,,40.693237327655424,-73.98218593396092,3020617501,999004658AA,,X,0003,0001,03,00,RK,0,3,032,,02,,0,30705,,C
0,3020617502,3,3,02061,2061,7502,7502,3398227,,3020617502,C,,0000,,,3933,BROOKLYN,BL,00,63030,,,,,,63030,,,,,,,,3,,,,,,3,,,,,,,,3398227,,,,,,3000000,,,,,,,,01,,,,,,01,,,,,,,,,,,Q,,,,,,,,180,,,,,,202,,,,,,,,180,,,,,,182,,,,,,,,R,,,,,,R,,,,,,,,36303001,,,,,,36303001,,,,,,,,MYRTLE AVENUE,,,,,,MYRTLE AVENUE,,,,,,,,3020617502,0989637,0191840,,40.69323157732082,-73.9805740150605,3020617502,999004659AA,,X,0002,0001,01,00,RK,8,3,032,,02,,8,30705,,C
0,3022380127,3,3,02238,2238,0127,127,3256176,,0000000000,,,0000,CR,,,BROOKLYN,BL,00,57830,,,,,,85330,,,,,,,,3,,,,,,3,,,,,,,,3256176,,,,,,3000000,,,,,,,,01,,,,,,01,,,,,,,,,,,Q,,,,,,,,246,,,,,,530,,,,,,,,240,,,,,,530,,,,,,,,R,,,,,,R,,,,,,,,35783001,,,,,,38533001,,,,,,,,LYNCH STREET,,,,,,THROOP AVENUE,,,,,,,,3022380127,0998205,0195990,,40.704612994532916,-73.9496684767488,3022380127,000240000AA,,X,0002,0001,02,00,D1,5,3,000,,00,,,30803,,C
0,3021067501,3,3,02106,2106,7501,7501,3059160,,3021067501,C,,0000,,,2252,BROOKLYN,BL,00,40930,,,,,,73490,,,,,,,,3,,,,,,3,,,,,,,,3059160,,,,,,3059160,,,,,,,,01,,,,,,01,,,,,,,,,,,,,,,,,,,57,,,,,,96,,,,,,,,55,,,,,,94,,,,,,,,L,,,,,,R,,,,,,,,34093001,,,,,,37349001,,,,,,,,FLATBUSH AVENUE,,,,,,ROCKWELL PLACE,,,,,,,,3021067501,0989964,0189663,,40.68725600871913,-73.97939667146835,3021067501,999004709AA,,X,0002,0001,02,00,RK,3,3,026,,02,,3,30706,,C
0,3021077501,3,3,02107,2107,7501,7501,3424470,,3021077501,C,,0000,CR,,3549,BROOKLYN,BL,00,13230,,,,,,42730,73490,,,,,,,3,,,,,,3,3,,,,,,,3424470,,,,,,3424470,3424470,,,,,,,01,,,,,,02,01,,,,,,,,,,,,,,,,,,250,,,,,,590,63,,,,,,,250,,,,,,590,63,,,,,,,R,,,,,,R,L,,,,,,,31323001,,,,,,34273002,37349001,,,,,,,ASHLAND PLACE,,,,,,FULTON STREET,ROCKWELL PLACE,,,,,,,3021077501,0990109,0189851,,40.68777193079041,-73.97887367239606,3021077501,999004711AA,,X,0003,0001,03,00,RK,1,3,043,,02,,1,30706,,C
0,3021077502,3,3,02107,2107,7502,7502,3423543,,3021077502,C,,0000,CR,,3765,BROOKLYN,BL,00,13230,,,,,,13230,54130,54130,54130,,,,,3,,,,,,3,3,3,3,,,,,3423543,,,,,,3000000,3000000,3000000,3000000,,,,,01,,,,,,01,01,01,01,,,,,,,,Q,Q,Q,Q,,,,,280,,,,,,270,9,11,19,,,,,278,,,,,,264,9,11,13,,,,,R,,,,,,R,L,L,L,,,,,31323001,,,,,,31323001,35413001,35413001,35413001,,,,,ASHLAND PLACE,,,,,,ASHLAND PLACE,LAFAYETTE AVENUE,LAFAYETTE AVENUE,LAFAYETTE AVENUE,,,,,3021077502,0990191,0189583,,40.68703627760435,-73.97857823389172,3021077502,999004712AA,,X,0005,0001,02,00,RR,9,3,043,,02,,9,30706,,C
